stock,exchange,shortname,quoteType,symbol,index,score,typeDisp,longname,exchDisp,sector,industry,isYahooFinance,prevName,nameChangeDate
AVON34F.SA,,,,,,,,,,,,,,
AVON34.SA,,,,,,,,,,,,,,
VULC3.SA,SAO,VULCABRAS   ON      NM,EQUITY,VULC3.SA,quotes,2002300.0,Equity,Vulcabras S.A.,São Paulo,Consumer Cyclical,Footwear & Accessories,True,Vulcabras Azaleia S.A.,2023-03-29
AZEV3F.SA,SAO,AZEVEDO     ON,EQUITY,AZEV3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
AZGT5L.SA,,,,,,,,,,,,,,
AZEV3.SA,SAO,AZEVEDO     ON,EQUITY,AZEV3.SA,quotes,2000700.0,Equity,Azevedo & Travassos S.A.,São Paulo,Industrials,Engineering & Construction,True,,
SANB4.SA,SAO,SANTANDER BRPN,EQUITY,SANB4.SA,quotes,2000600.0,Equity,Banco Santander (Brasil) S.A.,São Paulo,Financial Services,Banks—Regional,True,,
SANB3.SA,SAO,SANTANDER BRON,EQUITY,SANB3.SA,quotes,2001000.0,Equity,Banco Santander (Brasil) S.A.,São Paulo,Financial Services,Banks—Regional,True,,
TOYB3.SA,,,,,,,,,,,,,,
TELB4.SA,SAO,TELEBRAS    PN,EQUITY,TELB4.SA,quotes,2000400.0,Equity,Telecomunicações Brasileiras S.A. - Telebras,São Paulo,Communication Services,Telecom Services,True,,
SUZB5.SA,,,,,,,,,,,,,,
DAYC4.SA,,,,,,,,,,,,,,
BSLI3.SA,SAO,BRB BANCO   ON,EQUITY,BSLI3.SA,quotes,2000600.0,Equity,BRB - Banco de Brasília S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BMEB4.SA,SAO,MERC BRASIL PN      N1,EQUITY,BMEB4.SA,quotes,2001200.0,Equity,Banco Mercantil do Brasil S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BGIP4.SA,SAO,BANESE      PN,EQUITY,BGIP4.SA,quotes,2000900.0,Equity,Banco do Estado de Sergipe S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BICB4.SA,,,,,,,,,,,,,,
BPAN4.SA,SAO,BANCO PAN   PN      N1,EQUITY,BPAN4.SA,quotes,2003000.0,Equity,Banco Pan S.A.,São Paulo,Financial Services,Banks—Regional,True,,
CAMB4.SA,,,,,,,,,,,,,,
CAMB4F.SA,,,,,,,,,,,,,,
IMAT11.SA,,,,,,,,,,,,,,
TELB3F.SA,SAO,TELEBRAS    ON,EQUITY,TELB3F.SA,quotes,2000200.0,Equity,,São Paulo,,,True,,
CRBD-DEB12B0.SA,,,,,,,,,,,,,,
BALM4.SA,SAO,BAUMER      PN,EQUITY,BALM4.SA,quotes,2000600.0,Equity,Baumer S.A.,São Paulo,Healthcare,Medical Instruments & Supplies,True,,
PEPB34.SA,SAO,PEPSICO INC DRN,EQUITY,PEPB34.SA,quotes,2001300.0,Equity,"PepsiCo, Inc.",São Paulo,Consumer Defensive,Beverages—Non-Alcoholic,True,,
IBMB34F.SA,,,,,,,,,,,,,,
IBMB34.SA,SAO,IBM         DRN,EQUITY,IBMB34.SA,quotes,2000100.0,Equity,International Business Machines Corporation,São Paulo,Technology,Information Technology Services,True,,
HPQB34.SA,SAO,HP COMPANY  DRN,EQUITY,HPQB34.SA,quotes,2000900.0,Equity,HP Inc.,São Paulo,Technology,Computer Hardware,True,,
BBTG11.SA,,,,,,,,,,,,,,
BBSE3.SA,SAO,BBSEGURIDADEON      NM,EQUITY,BBSE3.SA,quotes,2042900.0,Equity,BB Seguridade Participações S.A.,São Paulo,Financial Services,Insurance—Diversified,True,,
LMTB34.SA,SAO,LOCKHEED    DRN,EQUITY,LMTB34.SA,quotes,2000100.0,Equity,Lockheed Martin Corporation,São Paulo,Industrials,Aerospace & Defense,True,,
BBVH-FIDS1B0.SA,,,,,,,,,,,,,,
KHCB34.SA,SAO,KRAFT HEINZ DRN,EQUITY,KHCB34.SA,quotes,2001800.0,Equity,The Kraft Heinz Company,São Paulo,Consumer Defensive,Packaged Foods,True,,
BMYB34F.SA,,,,,,,,,,,,,,
METB34F.SA,,,,,,,,,,,,,,
BBSD.SA,SAO,BB ETF SP DV,INDEX,BBSD.SA,quotes,2000100.0,Index,BB ETF SP DV,São Paulo,,,True,,
BBPO11.SA,SAO,FII BB PRGIICI,EQUITY,BBPO11.SA,quotes,2000200.0,Equity,BB Progressivo II Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
BBRC11.SA,SAO,FII BB CORP CI,EQUITY,BBRC11.SA,quotes,2000100.0,Equity,BB Renda Corporativa Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
PEPB34F.SA,,,,,,,,,,,,,,
RNDP11.SA,SAO,FII BB R PAPCI,EQUITY,RNDP11.SA,quotes,2000100.0,Equity,BB Renda de Papéis Imobiliários Fundo de Investimento Imobiliário - FII,São Paulo,Real Estate,REIT—Diversified,True,,
TWXB34.SA,,,,,,,,,,,,,,
JNJB34F.SA,,,,,,,,,,,,,,
BBVH-FID01B0.SA,,,,,,,,,,,,,,
HONB34F.SA,,,,,,,,,,,,,,
BBIM11.SA,,,,,,,,,,,,,,
DISB34.SA,SAO,WALT DISNEY DRN,EQUITY,DISB34.SA,quotes,2000300.0,Equity,The Walt Disney Company,São Paulo,Communication Services,Entertainment,True,,
DISB34F.SA,,,,,,,,,,,,,,
KMBB34F.SA,,,,,,,,,,,,,,
LMTB34F.SA,,,,,,,,,,,,,,
BBRK3.SA,,,,,,,,,,,,,,
SBUB34.SA,SAO,STARBUCKS   DRN,EQUITY,SBUB34.SA,quotes,2000100.0,Equity,Starbucks Corporation,São Paulo,Consumer Cyclical,Restaurants,True,,
DOWB34F.SA,,,,,,,,,,,,,,
FMXB34.SA,SAO,FEMSA       DRN,EQUITY,FMXB34.SA,quotes,2000200.0,Equity,"Fomento Económico Mexicano, S.A.B. de C.V.",São Paulo,Consumer Defensive,Beverages—Brewers,True,,
BBFI11B.SA,SAO,BB FDO DE INVST I,EQUITY,BBFI11B.SA,quotes,2000200.0,Equity,BB Fundo De Investimento Imobiliario Progressivo,São Paulo,Real Estate,REIT—Office,True,,
BBDC2.SA,,,,,,,,,,,,,,
HONB34.SA,SAO,HONEYWELL   DRN,EQUITY,HONB34.SA,quotes,2000100.0,Equity,Honeywell International Inc.,São Paulo,Industrials,Conglomerates,True,,
BBDC1.SA,,,,,,,,,,,,,,
HPQB34F.SA,,,,,,,,,,,,,,
DOWB34.SA,,,,,,,,,,,,,,
TGTB34.SA,SAO,TARGET CORP DRN,EQUITY,TGTB34.SA,quotes,2000100.0,Equity,Target Corporation,São Paulo,Consumer Defensive,Discount Stores,True,,
SBUB34F.SA,,,,,,,,,,,,,,
BMYB34.SA,SAO,BRISTOLMYERSDRN,EQUITY,BMYB34.SA,quotes,2000200.0,Equity,Bristol-Myers Squibb Company,São Paulo,Healthcare,Drug Manufacturers—General,True,,
FMXB34F.SA,,,,,,,,,,,,,,
TGTB34F.SA,,,,,,,,,,,,,,
FDXB34F.SA,,,,,,,,,,,,,,
KMBB34.SA,SAO,KIMBERLY CL DRN,EQUITY,KMBB34.SA,quotes,2000100.0,Equity,Kimberly-Clark Corporation,São Paulo,Consumer Defensive,Household & Personal Products,True,,
BBSD11.SA,SAO,BB ETF SP DVCI,EQUITY,BBSD11.SA,quotes,2000700.0,Equity,BB ETF S&P Dividendos Brasil Fundo de Indice,São Paulo,,,True,,
METB34.SA,SAO,METLIFE INC DRN,EQUITY,METB34.SA,quotes,2000100.0,Equity,"MetLife, Inc.",São Paulo,Financial Services,Insurance—Life,True,,
SANB11.SA,SAO,SANTANDER BRUNT,EQUITY,SANB11.SA,quotes,2003400.0,Equity,Banco Santander (Brasil) S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BRSR5.SA,SAO,BANRISUL    PNA     N1,EQUITY,BRSR5.SA,quotes,2000400.0,Equity,Banco do Estado do Rio Grande do Sul S.A.,São Paulo,Financial Services,Banks—Regional,True,,
MATB.SA,SAO,IT NOW IMAT FUNDO,INDEX,MATB.SA,quotes,2000100.0,Index,IT NOW IMAT FUNDO,São Paulo,,,True,,
BRSR6.SA,SAO,BANRISUL    PNB     N1,EQUITY,BRSR6.SA,quotes,2001200.0,Equity,Banco do Estado do Rio Grande do Sul S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BNBR3.SA,SAO,NORD BRASIL ON,EQUITY,BNBR3.SA,quotes,2000800.0,Equity,Banco do Nordeste do Brasil S.A.,São Paulo,Financial Services,Banks—Regional,True,,
PIBB11.SA,SAO,IT NOW PIBB CI,EQUITY,PIBB11.SA,quotes,2000100.0,Equity,It Now PIBB IBrX-50 Index Fund,São Paulo,,,True,,
IDVL4.SA,,,,,,,,,,,,,,
FIIB11.SA,SAO,FII INDL BR CI,EQUITY,FIIB11.SA,quotes,2000100.0,Equity,Real Estate Investment Fund Industry in Brazil,São Paulo,Real Estate,REIT—Industrial,True,,
MATB11.SA,SAO,IT NOW IMAT CI,EQUITY,MATB11.SA,quotes,2000200.0,Equity,It Now IMAT Index Fund,São Paulo,,,True,,
BMIN4.SA,SAO,MERC INVEST PN,EQUITY,BMIN4.SA,quotes,2001000.0,Equity,Banco Mercantil de Investimentos S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BRSR3.SA,SAO,BANRISUL    ON      N1,EQUITY,BRSR3.SA,quotes,2000400.0,Equity,Banco do Estado do Rio Grande do Sul S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BMIN3.SA,SAO,MERC INVEST ON,EQUITY,BMIN3.SA,quotes,2000700.0,Equity,Banco Mercantil de Investimentos S.A.,São Paulo,Financial Services,Banks—Regional,True,,
BPAR3.SA,,,,,,,,,,,,,,
IDVL10.SA,,,,,,,,,,,,,,
PIBB.SA,SAO,IT NOW PIBB IBRX,INDEX,PIBB.SA,quotes,2000100.0,Index,IT NOW PIBB IBRX,São Paulo,,,True,,
IDVL3.SA,,,,,,,,,,,,,,
RBCB11.SA,,,,,,,,,,,,,,
BCRI11.SA,SAO,FII BEES CRICI,EQUITY,BCRI11.SA,quotes,2000300.0,Equity,Banestes Recebiveis Imobiliarios Fundo Investimento Imobiliario FII,São Paulo,Real Estate,REIT—Diversified,True,,
WMRB11B.SA,,,,,,,,,,,,,,
NCHB11B.SA,,,,,,,,,,,,,,
BCFF11B.SA,,,,,,,,,,,,,,
IVVB11.SA,SAO,ISHARE SP500CI,EQUITY,IVVB11.SA,quotes,2001300.0,Equity,iShares S&P 500 Fundo de Investimento - Investimento No Exterior,São Paulo,,,True,,
IDVL9.SA,,,,,,,,,,,,,,
BDLL3F.SA,SAO,BARDELLA    ON,EQUITY,BDLL3F.SA,quotes,2000200.0,Equity,,São Paulo,,,True,,
BDLS-DEB31L1.SA,,,,,,,,,,,,,,
BDLS-DEB41B0.SA,,,,,,,,,,,,,,
BDLS-DEB41L0.SA,,,,,,,,,,,,,,
BDLS-DEB110B.SA,,,,,,,,,,,,,,
BDLS-DEB310B.SA,,,,,,,,,,,,,,
BDLL4F.SA,SAO,BARDELLA    PN,EQUITY,BDLL4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BDLS-DEB11L1.SA,,,,,,,,,,,,,,
BDLS-DEB31B0.SA,,,,,,,,,,,,,,
BDLL4.SA,SAO,BARDELLA    PN,EQUITY,BDLL4.SA,quotes,2001900.0,Equity,Bardella S.A. Indústrias Mecânicas,São Paulo,Industrials,Specialty Industrial Machinery,True,,
BDLS-DEB11L0.SA,,,,,,,,,,,,,,
BDLS-DEB51L0.SA,,,,,,,,,,,,,,
BDLS-DEB41L1.SA,,,,,,,,,,,,,,
BDLS-DEB11B0.SA,,,,,,,,,,,,,,
BEEF3.SA,SAO,MINERVA     ON      NM,EQUITY,BEEF3.SA,quotes,2003500.0,Equity,Minerva S.A.,São Paulo,Consumer Defensive,Farm Products,True,,
FIGE3.SA,,,,,,,,,,,,,,
FIGE3F.SA,SAO,INVEST BEMGEON,EQUITY,FIGE3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
FIGE4F.SA,,,,,,,,,,,,,,
FIGE4.SA,,,,,,,,,,,,,,
BEES4.SA,SAO,BANESTES    PN,EQUITY,BEES4.SA,quotes,2000700.0,Equity,Banestes S.A - Banco do Estado do Espírito Santo,São Paulo,Financial Services,Banks—Regional,True,,
PBEL3B.SA,,,,,,,,,,,,,,
BFRE11.SA,,,,,,,,,,,,,,
BFRE12.SA,,,,,,,,,,,,,,
BGIP4F.SA,SAO,BANESE      PN,EQUITY,BGIP4F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BGIP3F.SA,SAO,BANESE      ON,EQUITY,BGIP3F.SA,quotes,2000200.0,Equity,,São Paulo,,,True,,
IMOB11.SA,,,,,,,,,,,,,,
BIOM3.SA,SAO,BIOMM       ON      MA,EQUITY,BIOM3.SA,quotes,2000400.0,Equity,Biomm S.A.,São Paulo,Healthcare,Biotechnology,True,,
BSEV3.SA,,,,,,,,,,,,,,
BMKS3.SA,SAO,BIC MONARK  ON,EQUITY,BMKS3.SA,quotes,2000500.0,Equity,Bicicletas Monark S.A.,São Paulo,Consumer Cyclical,Leisure,True,,
BICB3.SA,,,,,,,,,,,,,,
TENE7.SA,,,,,,,,,,,,,,
TENE7L.SA,,,,,,,,,,,,,,
TENE5.SA,,,,,,,,,,,,,,
TENE5F.SA,,,,,,,,,,,,,,
BMLC11B.SA,,,,,,,,,,,,,,
BMIN3F.SA,SAO,MERC INVEST ON,EQUITY,BMIN3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BMIN10.SA,,,,,,,,,,,,,,
BMTO3F.SA,,,,,,,,,,,,,,
UTIP11.SA,,,,,,,,,,,,,,
CSMO11.SA,,,,,,,,,,,,,,
BMIN9.SA,,,,,,,,,,,,,,
BNDP-DEB62L1.SA,,,,,,,,,,,,,,
BNDP-DEB62B0.SA,,,,,,,,,,,,,,
BNDP-DEB53L0.SA,,,,,,,,,,,,,,
BNFS11.SA,SAO,FII BANRISULCI,EQUITY,BNFS11.SA,quotes,2000100.0,Equity,Banrisul N Front Fund Investment IMO FII Fund,São Paulo,Real Estate,REIT—Diversified,True,,
PDGR11.SA,,,,,,,,,,,,,,
BNDP-DEB63L0.SA,,,,,,,,,,,,,,
BNDP-DEB53B0.SA,,,,,,,,,,,,,,
BNDP-DEB61L0.SA,,,,,,,,,,,,,,
BNDP-DEB62L0.SA,,,,,,,,,,,,,,
BNDP-DEB61B0.SA,,,,,,,,,,,,,,
BOXP34.SA,SAO,BOSTON PROP DRN,EQUITY,BOXP34.SA,quotes,2000300.0,Equity,"Boston Properties, Inc.",São Paulo,Real Estate,REIT—Office,True,,
BOVA.SA,SAO,ISHARES BOVA,INDEX,BOVA.SA,quotes,2000400.0,Index,ISHARES BOVA,São Paulo,,,True,,
BOBR4.SA,SAO,BOMBRIL     PN,EQUITY,BOBR4.SA,quotes,2000400.0,Equity,Bombril S.A.,São Paulo,Consumer Defensive,Household & Personal Products,True,,
BOEI34F.SA,,,,,,,,,,,,,,
RBBV11.SA,,,,,,,,,,,,,,
BOBR3.SA,,,,,,,,,,,,,,
BOEI34.SA,SAO,BOEING      DRN,EQUITY,BOEI34.SA,quotes,2001000.0,Equity,The Boeing Company,São Paulo,Industrials,Aerospace & Defense,True,,
BOXP34F.SA,,,,,,,,,,,,,,
BPAR3F.SA,SAO,BANPARA     ON,EQUITY,BPAR3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BPAT33F.SA,,,,,,,,,,,,,,
BPAT33.SA,,,,,,,,,,,,,,
LIGT3.SA,SAO,LIGHT S/A   ON      NM,EQUITY,LIGT3.SA,quotes,2016300.0,Equity,Light S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
BRML3.SA,,,,,,,,,,,,,,
BRFS3.SA,SAO,BRF SA      ON      NM,EQUITY,BRFS3.SA,quotes,2012200.0,Equity,BRF S.A.,São Paulo,Consumer Defensive,Packaged Foods,True,,
TPIS3.SA,SAO,TRIUNFO PARTON      NM,EQUITY,TPIS3.SA,quotes,2001000.0,Equity,Triunfo Participações e Investimentos S.A.,São Paulo,Industrials,Infrastructure Operations,True,,
SLBG34.SA,SAO,SCHLUMBERGERDRN,EQUITY,SLBG34.SA,quotes,2000100.0,Equity,Schlumberger Limited,São Paulo,Energy,Oil & Gas Equipment & Services,True,,
SHUL4.SA,SAO,SCHULZ      PN,EQUITY,SHUL4.SA,quotes,2000700.0,Equity,Schulz S.A.,São Paulo,Consumer Cyclical,Auto Parts,True,,
SHUL3.SA,,,,,,,,,,,,,,
RLOG3.SA,,,,,,,,,,,,,,
RENT3.SA,SAO,LOCALIZA    ON      NM,EQUITY,RENT3.SA,quotes,2014100.0,Equity,Localiza Rent a Car S.A.,São Paulo,Industrials,Rental & Leasing Services,True,,
RAPT4.SA,SAO,RANDON PART PN      N1,EQUITY,RAPT4.SA,quotes,2001300.0,Equity,Randon S.A. Implementos e Participações,São Paulo,Industrials,Farm & Heavy Construction Machinery,True,,
RANI3.SA,SAO,IRANI       ON      NM,EQUITY,RANI3.SA,quotes,2001600.0,Equity,Irani Papel e Embalagem S.A.,São Paulo,Consumer Cyclical,Packaging & Containers,True,,
PLAS3.SA,SAO,PLASCAR PARTON,EQUITY,PLAS3.SA,quotes,2000500.0,Equity,Plascar Participações Industriais S.A.,São Paulo,Consumer Cyclical,Auto Parts,True,,
PETR3.SA,SAO,PETROBRAS   ON      N2,EQUITY,PETR3.SA,quotes,2079100.0,Equity,Petróleo Brasileiro S.A. - Petrobras,São Paulo,Energy,Oil & Gas Integrated,True,,
PATI3.SA,SAO,PANATLANTICAON,EQUITY,PATI3.SA,quotes,2000700.0,Equity,Panatlântica S.A.,São Paulo,Basic Materials,Steel,True,,
MTIG4.SA,,,,,,,,,,,,,,
MSFT34.SA,SAO,MICROSOFT   DRN,EQUITY,MSFT34.SA,quotes,2000900.0,Equity,Microsoft Corporation,São Paulo,Technology,Software—Infrastructure,True,,
MSBR34.SA,SAO,MORGAN STAN DRN,EQUITY,MSBR34.SA,quotes,2000100.0,Equity,Morgan Stanley,São Paulo,Financial Services,Capital Markets,True,,
MOSC34F.SA,,,,,,,,,,,,,,
MMMC34.SA,SAO,3M          DRN,EQUITY,MMMC34.SA,quotes,2000100.0,Equity,3M Company,São Paulo,Industrials,Conglomerates,True,,
LREN3.SA,SAO,LOJAS RENNERON      NM,EQUITY,LREN3.SA,quotes,2050200.0,Equity,Lojas Renner S.A.,São Paulo,Consumer Cyclical,Department Stores,True,,
LBRN34F.SA,,,,,,,,,,,,,,
HYPE3.SA,SAO,HYPERA      ON      NM,EQUITY,HYPE3.SA,quotes,2002900.0,Equity,Hypera S.A.,São Paulo,Healthcare,Drug Manufacturers—Specialty & Generic,True,,
HALI34F.SA,,,,,,,,,,,,,,
HALI34.SA,SAO,HALLIBURTON DRN,EQUITY,HALI34.SA,quotes,2002500.0,Equity,Halliburton Company,São Paulo,Energy,Oil & Gas Equipment & Services,True,,
GUAR4.SA,,,,,,,,,,,,,,
GSGI34F.SA,,,,,,,,,,,,,,
GSGI34.SA,SAO,GOLDMANSACHSDRN,EQUITY,GSGI34.SA,quotes,2000800.0,Equity,"The Goldman Sachs Group, Inc.",São Paulo,Financial Services,Capital Markets,True,,
GGBR3.SA,SAO,GERDAU      ON  EDB N1,EQUITY,GGBR3.SA,quotes,2001400.0,Equity,Gerdau S.A.,São Paulo,Basic Materials,Steel,True,,
ETER3.SA,SAO,ETERNIT     ON      NM,EQUITY,ETER3.SA,quotes,2001600.0,Equity,Eternit S.A.,São Paulo,Industrials,Building Products & Equipment,True,,
EQTL3.SA,SAO,EQUATORIAL  ON      NM,EQUITY,EQTL3.SA,quotes,2041800.0,Equity,Equatorial Energia S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
ELPL4.SA,,,,,,,,,,,,,,
ELET6.SA,SAO,ELETROBRAS  PNB     N1,EQUITY,ELET6.SA,quotes,2005300.0,Equity,Centrais Elétricas Brasileiras S.A. - Eletrobrás,São Paulo,Utilities,Utilities—Regulated Electric,True,,
EKTR4.SA,SAO,ELEKTRO     PN,EQUITY,EKTR4.SA,quotes,2000600.0,Equity,Elektro Redes S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CZLT33.SA,,,,,,,,,,,,,,
CTNM4.SA,SAO,COTEMINAS   PN,EQUITY,CTNM4.SA,quotes,2000400.0,Equity,Companhia de Tecidos Norte de Minas,São Paulo,Consumer Cyclical,Textile Manufacturing,True,,
CSAN3.SA,SAO,COSAN       ON      NM,EQUITY,CSAN3.SA,quotes,2006800.0,Equity,Cosan S.A.,São Paulo,Energy,Oil & Gas Refining & Marketing,True,,
COLG34F.SA,,,,,,,,,,,,,,
CLSC3.SA,SAO,CELESC      ON      N2,EQUITY,CLSC3.SA,quotes,2000100.0,Equity,Centrais Elétricas de Santa Catarina S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
CIEL3.SA,SAO,CIELO       ON      NM,EQUITY,CIEL3.SA,quotes,2007100.0,Equity,Cielo S.A.,São Paulo,Technology,Software—Infrastructure,True,,
CATP34.SA,SAO,CATERPILLAR DRN,EQUITY,CATP34.SA,quotes,2000100.0,Equity,Caterpillar Inc.,São Paulo,Industrials,Farm & Heavy Construction Machinery,True,,
CALI3F.SA,SAO,CONST A LINDON,EQUITY,CALI3F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
BRPR3.SA,SAO,BR PROPERT  ON      NM,EQUITY,BRPR3.SA,quotes,2001400.0,Equity,BR Properties S.A.,São Paulo,Real Estate,Real Estate Services,True,,
BRKM3.SA,SAO,BRASKEM     ON      N1,EQUITY,BRKM3.SA,quotes,2000600.0,Equity,Braskem S.A.,São Paulo,Basic Materials,Chemicals,True,,
BRAP4.SA,SAO,BRADESPAR   PN      N1,EQUITY,BRAP4.SA,quotes,2003000.0,Equity,Bradespar S.A.,São Paulo,Financial Services,Asset Management,True,,
SPRI6.SA,,,,,,,,,,,,,,
RBCS-CRI2PL0.SA,,,,,,,,,,,,,,
RBCS-CRI97B0.SA,,,,,,,,,,,,,,
UPAC34.SA,SAO,UNIONPACIFICDRN,EQUITY,UPAC34.SA,quotes,2000400.0,Equity,Union Pacific Corporation,São Paulo,Industrials,Railroads,True,,
OPHF11B.SA,,,,,,,,,,,,,,
EEEL4F.SA,,,,,,,,,,,,,,
BSCS-CRIC1B0.SA,,,,,,,,,,,,,,
MERC3.SA,,,,,,,,,,,,,,
BSCS-CRIT1B0.SA,,,,,,,,,,,,,,
PDGS-CRI33L0.SA,,,,,,,,,,,,,,
IDNT3.SA,,,,,,,,,,,,,,
CPTS11B.SA,,,,,,,,,,,,,,
ENGI4.SA,SAO,ENERGISA    PN      N2,EQUITY,ENGI4.SA,quotes,2000400.0,Equity,Energisa S.A.,São Paulo,Utilities,Utilities—Renewable,True,,
MRCK34.SA,SAO,MERCK       DRN,EQUITY,MRCK34.SA,quotes,2000300.0,Equity,"Merck & Co., Inc.",São Paulo,Healthcare,Drug Manufacturers—General,True,,
ELEK3F.SA,,,,,,,,,,,,,,
CGAS-DEB43B0.SA,,,,,,,,,,,,,,
IGNM11.SA,,,,,,,,,,,,,,
HYPE-DEB33L1.SA,,,,,,,,,,,,,,
CELP3.SA,,,,,,,,,,,,,,
BVLS-DEB21B0.SA,,,,,,,,,,,,,,
BSCS-CRIZ3L0.SA,,,,,,,,,,,,,,
SBSP-DEB7BL1.SA,,,,,,,,,,,,,,
MULT3.SA,SAO,MULTIPLAN   ON      N2,EQUITY,MULT3.SA,quotes,2038400.0,Equity,Multiplan Empreendimentos Imobiliários S.A.,São Paulo,Real Estate,Real Estate Services,True,,
BVLS-DEB41L1.SA,,,,,,,,,,,,,,
SLED3.SA,SAO,SARAIVA LIVRON      N2,EQUITY,SLED3.SA,quotes,2000400.0,Equity,Saraiva Livreiros S.A. - em Recuperação Judicial,São Paulo,Consumer Cyclical,Specialty Retail,True,,
TOYB4.SA,,,,,,,,,,,,,,
TPIS-DEB41B0.SA,,,,,,,,,,,,,,
GPIV33.SA,SAO,GP INVEST   DR3,EQUITY,GPIV33.SA,quotes,2000800.0,Equity,"GP Investments, Ltd.",São Paulo,Financial Services,Asset Management,True,,
TIBR6.SA,,,,,,,,,,,,,,
PDGR9.SA,,,,,,,,,,,,,,
VIVT-DEB43B0.SA,,,,,,,,,,,,,,
CELP5F.SA,,,,,,,,,,,,,,
BSCS-CRIG1L1.SA,,,,,,,,,,,,,,
CRBD-DEB11B0.SA,,,,,,,,,,,,,,
CSCO34.SA,SAO,CISCO       DRN,EQUITY,CSCO34.SA,quotes,2000100.0,Equity,"Cisco Systems, Inc.",São Paulo,Technology,Communication Equipment,True,,
TWTR34F.SA,,,,,,,,,,,,,,
BVLS-DEB21L0.SA,,,,,,,,,,,,,,
ECOO.SA,SAO,ISHARES ECOO,INDEX,ECOO.SA,quotes,2000100.0,Index,ISHARES ECOO,São Paulo,,,True,,
ISEE11.SA,,,,,,,,,,,,,,
VALE-DEB82L1.SA,,,,,,,,,,,,,,
BAHI3.SA,SAO,BAHEMA      ON      MA,EQUITY,BAHI3.SA,quotes,2005000.0,Equity,Bahema Educação S.A.,São Paulo,Consumer Defensive,Education & Training Services,True,,
PDGS-CRI14L1.SA,,,,,,,,,,,,,,
MSCD34.SA,SAO,MASTERCARD  DRN,EQUITY,MSCD34.SA,quotes,2000100.0,Equity,Mastercard Incorporated,São Paulo,Financial Services,Credit Services,True,,
RBCS-CRI82B0.SA,,,,,,,,,,,,,,
RBCS-CRI86B0.SA,,,,,,,,,,,,,,
CLSC4.SA,SAO,CELESC      PN      N2,EQUITY,CLSC4.SA,quotes,2001100.0,Equity,Centrais Elétricas de Santa Catarina S.A.,São Paulo,Utilities,Utilities—Regulated Electric,True,,
RBCS-CRI85B0.SA,,,,,,,,,,,,,,
CTGP34F.SA,,,,,,,,,,,,,,
EVEN3.SA,SAO,EVEN        ON      NM,EQUITY,EVEN3.SA,quotes,2004400.0,Equity,Even Construtora e Incorporadora S.A.,São Paulo,Real Estate,Real Estate—Development,True,,
PRCF-FID01B0.SA,,,,,,,,,,,,,,
ENGI-DEB73B0.SA,,,,,,,,,,,,,,
SAIC11B.SA,SAO,FUNDO INVEST IMOB,EQUITY,SAIC11B.SA,quotes,2000100.0,Equity,Fundo Investimento Imobiliario FII,São Paulo,Real Estate,REIT—Diversified,True,,
PNVL4F.SA,,,,,,,,,,,,,,
FISD11.SA,,,,,,,,,,,,,,
PMSP12BL.SA,,,,,,,,,,,,,,
TEPE-DEB13B0.SA,,,,,,,,,,,,,,
PNVL4.SA,,,,,,,,,,,,,,
CEOC11B.SA,,,,,,,,,,,,,,
BSCS-CRIS8B0.SA,,,,,,,,,,,,,,
BSCS-CRIH70B.SA,,,,,,,,,,,,,,
BSCS-CRIS8L0.SA,,,,,,,,,,,,,,
CMGD-DEB31L1.SA,,,,,,,,,,,,,,
ISUS.SA,SAO,IT NOW ISE,INDEX,ISUS.SA,quotes,2000100.0,Index,IT NOW ISE,São Paulo,,,True,,
SBSP-DEB7BL0.SA,,,,,,,,,,,,,,
SCLO4F.SA,,,,,,,,,,,,,,
MCDC34F.SA,,,,,,,,,,,,,,
MOBI.SA,,,,,,,,,,,,,,
CXRI11.SA,SAO,FII CX RBRAVCI,EQUITY,CXRI11.SA,quotes,2000100.0,Equity,CXFI - Caixa Rio Bravo Fundo Fundos,São Paulo,Real Estate,REIT—Diversified,True,,
CEEB5F.SA,SAO,COELBA      PNA,EQUITY,CEEB5F.SA,quotes,2000100.0,Equity,,São Paulo,,,True,,
TCNO4.SA,,,,,,,,,,,,,,
